method,number_feature,in_safari,accuracy,auc,f1,mcc
GOmf_75,120,2,0.559,0.534,0.655,0.074
GOmf_75,130,2,0.559,0.534,0.655,0.074
GOmf_75,140,3,0.565,0.544,0.649,0.093
GOmf_75,150,3,0.618,0.595,0.698,0.208
GOmf_75,160,3,0.64,0.617,0.715,0.255
GOmf_75,170,4,0.624,0.596,0.711,0.219
GOmf_75,180,4,0.608,0.582,0.695,0.182
GOmf_75,190,5,0.554,0.526,0.656,0.059
GOmf_75,200,6,0.554,0.526,0.656,0.059
GOmf_75,210,6,0.559,0.534,0.655,0.074
GOmf_75,220,7,0.565,0.536,0.667,0.082
GOmf_75,230,7,0.608,0.579,0.7,0.181
GOmf_75,240,7,0.548,0.521,0.65,0.048
GOmf_75,250,7,0.618,0.592,0.705,0.206
GOmf_75,260,7,0.64,0.613,0.722,0.256
GOmf_75,270,8,0.543,0.515,0.647,0.034
GOmf_75,280,8,0.64,0.615,0.72,0.255
GOmf_75,290,8,0.624,0.599,0.706,0.219
GOmf_75,300,8,0.624,0.599,0.706,0.219
GOmf_75,310,9,0.64,0.613,0.722,0.256
GOmf_75,320,9,0.618,0.593,0.703,0.207
GOmf_75,330,9,0.618,0.593,0.703,0.207
GOmf_75,340,9,0.629,0.602,0.714,0.231
GOmf_75,350,9,0.629,0.605,0.709,0.231
GOmf_75,360,10,0.618,0.594,0.7,0.207
GOmf_75,370,10,0.624,0.599,0.706,0.219
GOmf_75,380,10,0.608,0.582,0.695,0.182
GOmf_75,390,11,0.618,0.595,0.698,0.208
GOmf_75,400,13,0.608,0.586,0.687,0.185
GOmf_75,410,13,0.602,0.58,0.684,0.173
GOmf_75,420,13,0.602,0.581,0.681,0.174
GOmf_75,430,14,0.608,0.587,0.684,0.186
GOmf_75,440,14,0.597,0.575,0.678,0.161
GOmf_75,450,14,0.613,0.593,0.687,0.198
GOmf_75,460,14,0.618,0.602,0.684,0.212
GOmf_75,470,14,0.602,0.58,0.684,0.173
GOmf_75,480,15,0.613,0.591,0.692,0.196
GOmf_75,490,16,0.618,0.595,0.698,0.208
GOmf_75,500,16,0.602,0.582,0.678,0.175
HPO_20,10,0,0.548,0.507,0.679,0.02
HPO_20,20,1,0.511,0.486,0.613,-0.03
HPO_20,30,1,0.548,0.521,0.65,0.048
HPO_20,40,1,0.575,0.545,0.678,0.105
HPO_20,50,1,0.543,0.513,0.653,0.029
HPO_20,60,1,0.538,0.504,0.656,0.01
HPO_20,70,1,0.57,0.535,0.683,0.087
HPO_20,80,2,0.597,0.567,0.694,0.156
HPO_20,90,3,0.591,0.562,0.689,0.144
HPO_20,100,3,0.602,0.575,0.694,0.169
HPO_20,110,3,0.613,0.587,0.7,0.194
HPO_20,120,3,0.591,0.564,0.686,0.144
HPO_20,130,4,0.586,0.561,0.675,0.135
HPO_20,140,6,0.591,0.566,0.681,0.147
HPO_20,150,7,0.57,0.546,0.661,0.1
HPO_20,160,7,0.559,0.534,0.655,0.074
HPO_20,170,7,0.581,0.555,0.672,0.122
HPO_20,180,9,0.559,0.535,0.653,0.076
HPO_20,190,9,0.656,0.632,0.731,0.291
HPO_20,200,9,0.656,0.634,0.726,0.291
HPO_20,210,9,0.667,0.643,0.739,0.315
HPO_20,220,9,0.618,0.593,0.703,0.207
HPO_20,230,9,0.597,0.572,0.684,0.159
HPO_20,240,9,0.559,0.531,0.661,0.07
HPO_20,250,9,0.57,0.542,0.669,0.095
HPO_20,260,10,0.548,0.521,0.65,0.048
HPO_20,270,10,0.597,0.571,0.686,0.158
HPO_20,280,11,0.602,0.577,0.689,0.171
HPO_20,290,11,0.597,0.571,0.686,0.158
HPO_20,300,11,0.613,0.584,0.705,0.194
HPO_20,310,11,0.613,0.585,0.702,0.194
HPO_20,320,11,0.613,0.587,0.7,0.194
HPO_20,330,12,0.608,0.582,0.695,0.182
HPO_20,340,12,0.618,0.594,0.7,0.207
HPO_20,350,13,0.629,0.604,0.711,0.231
HPO_20,360,13,0.602,0.577,0.689,0.171
HPO_20,370,13,0.645,0.619,0.725,0.268
HPO_20,380,13,0.661,0.635,0.739,0.305
HPO_20,390,13,0.656,0.632,0.731,0.291
HPO_20,400,14,0.645,0.618,0.727,0.268
HPO_20,410,15,0.624,0.6,0.703,0.219
HPO_20,420,15,0.618,0.594,0.7,0.207
HPO_20,430,15,0.634,0.61,0.714,0.243
HPO_20,440,16,0.645,0.622,0.72,0.267
HPO_20,450,16,0.656,0.633,0.729,0.291
HPO_20,460,17,0.613,0.591,0.692,0.196
HPO_20,470,18,0.656,0.633,0.729,0.291
HPO_20,480,18,0.661,0.636,0.736,0.304
HPO_20,490,19,0.629,0.605,0.709,0.231
HPO_20,500,20,0.634,0.611,0.712,0.243
DO_100,10,0,0.548,0.494,0.702,-0.028
DO_100,20,0,0.543,0.495,0.689,-0.019
DO_100,30,1,0.581,0.535,0.711,0.111
DO_100,40,2,0.597,0.55,0.723,0.165
DO_100,50,2,0.559,0.535,0.653,0.076
DO_100,60,2,0.591,0.569,0.675,0.149
DO_100,70,2,0.629,0.609,0.701,0.232
DO_100,80,2,0.586,0.565,0.667,0.139
DO_100,90,4,0.629,0.592,0.732,0.24
DO_100,100,5,0.591,0.549,0.712,0.142
DO_100,110,5,0.586,0.543,0.709,0.126
DO_100,120,5,0.597,0.556,0.715,0.157
DO_100,130,5,0.591,0.551,0.71,0.141
DO_100,140,6,0.591,0.549,0.712,0.142
DO_100,150,6,0.575,0.532,0.702,0.095
DO_100,160,6,0.575,0.532,0.702,0.095
DO_100,170,7,0.57,0.526,0.699,0.078
DO_100,180,7,0.575,0.532,0.702,0.095
DO_100,190,7,0.57,0.526,0.699,0.078
DO_100,200,7,0.575,0.532,0.702,0.095
DO_100,210,9,0.586,0.543,0.709,0.126
DO_100,220,10,0.586,0.543,0.709,0.126
DO_100,230,11,0.581,0.536,0.709,0.111
DO_100,240,12,0.581,0.536,0.709,0.111
DO_100,250,13,0.575,0.53,0.706,0.094
DO_100,260,13,0.575,0.53,0.706,0.094
DO_100,270,13,0.581,0.536,0.709,0.111
DO_100,280,13,0.586,0.542,0.712,0.127
DO_100,290,14,0.586,0.542,0.712,0.127
DO_100,300,14,0.591,0.548,0.714,0.143
DO_100,310,15,0.586,0.542,0.712,0.127
DO_100,320,16,0.597,0.553,0.719,0.16
DO_100,330,18,0.597,0.553,0.719,0.16
DO_100,340,18,0.597,0.553,0.719,0.16
DO_100,350,18,0.602,0.559,0.722,0.175
DO_100,360,18,0.602,0.559,0.722,0.175
DO_100,370,21,0.602,0.559,0.722,0.175
DO_100,380,21,0.602,0.559,0.722,0.175
DO_100,390,21,0.597,0.553,0.719,0.16
DO_100,400,21,0.602,0.559,0.722,0.175
DO_100,410,23,0.597,0.553,0.719,0.16
DO_100,420,23,0.597,0.553,0.719,0.16
DO_100,430,23,0.548,0.525,0.641,0.055
DO_100,440,23,0.548,0.524,0.644,0.052
DO_100,450,24,0.543,0.519,0.638,0.042
DO_100,460,24,0.543,0.518,0.641,0.039
DO_100,470,25,0.543,0.518,0.641,0.039
DO_100,480,25,0.565,0.541,0.655,0.089
DO_100,490,26,0.565,0.541,0.655,0.089
DO_100,500,26,0.57,0.548,0.655,0.104
DO_35,10,0,0.559,0.5,0.717,0.0
DO_35,20,1,0.559,0.5,0.717,0.0
DO_35,30,1,0.575,0.544,0.68,0.104
DO_35,40,1,0.586,0.558,0.683,0.132
DO_35,50,1,0.597,0.568,0.691,0.156
DO_35,60,1,0.586,0.554,0.691,0.129
DO_35,70,1,0.581,0.55,0.683,0.117
DO_35,80,1,0.554,0.522,0.664,0.052
DO_35,90,1,0.575,0.545,0.678,0.105
DO_35,100,1,0.57,0.541,0.672,0.093
DO_35,110,5,0.548,0.519,0.656,0.043
DO_35,120,5,0.548,0.52,0.653,0.046
DO_35,130,5,0.57,0.541,0.672,0.093
DO_35,140,5,0.548,0.524,0.644,0.052
DO_35,150,5,0.548,0.521,0.65,0.048
DO_35,160,5,0.565,0.54,0.658,0.087
DO_35,170,8,0.618,0.592,0.705,0.206
DO_35,180,9,0.613,0.585,0.702,0.194
DO_35,190,9,0.608,0.577,0.704,0.181
DO_35,200,9,0.532,0.506,0.636,0.013
DO_35,210,9,0.613,0.585,0.702,0.194
DO_35,220,10,0.597,0.566,0.696,0.155
DO_35,230,10,0.613,0.583,0.707,0.194
DO_35,240,10,0.629,0.6,0.718,0.232
DO_35,250,10,0.645,0.617,0.73,0.269
DO_35,260,10,0.629,0.6,0.718,0.232
DO_35,270,10,0.613,0.584,0.705,0.194
DO_35,280,10,0.586,0.555,0.688,0.13
DO_35,290,10,0.608,0.577,0.704,0.181
DO_35,300,10,0.618,0.59,0.708,0.206
DO_35,310,11,0.618,0.593,0.703,0.207
DO_35,320,11,0.634,0.607,0.719,0.243
DO_35,330,12,0.634,0.607,0.719,0.243
DO_35,340,12,0.586,0.556,0.686,0.131
DO_35,350,12,0.581,0.553,0.678,0.12
DO_35,360,12,0.624,0.596,0.711,0.219
DO_35,370,12,0.64,0.613,0.722,0.256
DO_35,380,12,0.64,0.615,0.72,0.255
DO_35,390,13,0.629,0.604,0.711,0.231
DO_35,400,13,0.651,0.627,0.726,0.279
DO_35,410,14,0.634,0.61,0.714,0.243
DO_35,420,16,0.634,0.61,0.714,0.243
DO_35,430,18,0.645,0.622,0.72,0.267
DO_35,440,18,0.645,0.622,0.72,0.267
DO_35,450,18,0.634,0.61,0.714,0.243
DO_35,460,18,0.651,0.626,0.728,0.28
DO_35,470,18,0.651,0.626,0.728,0.28
DO_35,480,20,0.656,0.632,0.731,0.291
DO_35,490,20,0.634,0.61,0.714,0.243
DO_35,500,20,0.651,0.628,0.723,0.279
GObp_10,10,0,0.548,0.507,0.679,0.02
GObp_10,20,1,0.527,0.509,0.611,0.018
GObp_10,30,1,0.57,0.543,0.667,0.097
GObp_10,40,1,0.575,0.545,0.678,0.105
GObp_10,50,1,0.532,0.503,0.642,0.007
GObp_10,60,1,0.608,0.577,0.704,0.181
GObp_10,70,1,0.575,0.54,0.688,0.1
GObp_10,80,1,0.575,0.543,0.683,0.103
GObp_10,90,3,0.591,0.562,0.689,0.144
GObp_10,100,3,0.608,0.579,0.7,0.181
GObp_10,110,4,0.618,0.594,0.7,0.207
GObp_10,120,4,0.597,0.57,0.689,0.157
GObp_10,130,4,0.602,0.578,0.686,0.172
GObp_10,140,5,0.602,0.577,0.689,0.171
GObp_10,150,6,0.57,0.544,0.664,0.098
GObp_10,160,7,0.559,0.535,0.653,0.076
GObp_10,170,7,0.559,0.535,0.653,0.076
GObp_10,180,9,0.57,0.544,0.664,0.098
GObp_10,190,9,0.651,0.628,0.723,0.279
GObp_10,200,9,0.624,0.598,0.708,0.219
GObp_10,210,9,0.543,0.52,0.635,0.044
GObp_10,220,9,0.645,0.619,0.725,0.268
GObp_10,230,9,0.608,0.581,0.697,0.182
GObp_10,240,9,0.634,0.606,0.721,0.244
GObp_10,250,9,0.629,0.602,0.714,0.231
GObp_10,260,10,0.575,0.548,0.672,0.108
GObp_10,270,10,0.602,0.577,0.689,0.171
GObp_10,280,10,0.608,0.585,0.689,0.184
GObp_10,290,11,0.629,0.602,0.714,0.231
GObp_10,300,11,0.618,0.59,0.708,0.206
GObp_10,310,11,0.629,0.605,0.709,0.231
GObp_10,320,11,0.608,0.582,0.695,0.182
GObp_10,330,11,0.613,0.587,0.7,0.194
GObp_10,340,12,0.618,0.592,0.705,0.206
GObp_10,350,12,0.608,0.581,0.697,0.182
GObp_10,360,13,0.624,0.598,0.708,0.219
GObp_10,370,13,0.624,0.599,0.706,0.219
GObp_10,380,14,0.597,0.571,0.686,0.158
GObp_10,390,15,0.602,0.576,0.692,0.17
GObp_10,400,15,0.656,0.63,0.733,0.292
GObp_10,410,16,0.64,0.616,0.717,0.255
GObp_10,420,16,0.645,0.622,0.72,0.267
GObp_10,430,16,0.64,0.617,0.715,0.255
GObp_10,440,16,0.64,0.616,0.717,0.255
GObp_10,450,16,0.634,0.611,0.712,0.243
GObp_10,460,16,0.645,0.622,0.72,0.267
GObp_10,470,17,0.602,0.581,0.681,0.174
GObp_10,480,18,0.651,0.627,0.726,0.279
GObp_10,490,19,0.629,0.608,0.704,0.232
GObp_10,500,19,0.618,0.599,0.69,0.21
PPI_60,10,0,0.548,0.507,0.679,0.02
PPI_60,20,1,0.527,0.509,0.611,0.018
PPI_60,30,1,0.554,0.525,0.658,0.057
PPI_60,40,1,0.575,0.545,0.678,0.105
PPI_60,50,1,0.527,0.496,0.642,-0.01
PPI_60,60,1,0.543,0.509,0.661,0.021
PPI_60,70,1,0.559,0.525,0.675,0.06
PPI_60,80,2,0.597,0.567,0.694,0.156
PPI_60,90,3,0.591,0.562,0.689,0.144
PPI_60,100,4,0.597,0.568,0.691,0.156
PPI_60,110,4,0.597,0.57,0.689,0.157
PPI_60,120,4,0.602,0.576,0.692,0.17
PPI_60,130,5,0.565,0.538,0.661,0.085
PPI_60,140,5,0.586,0.561,0.675,0.135
PPI_60,150,6,0.575,0.551,0.667,0.111
PPI_60,160,7,0.581,0.555,0.672,0.122
PPI_60,170,7,0.575,0.551,0.667,0.111
PPI_60,180,9,0.554,0.53,0.647,0.065
PPI_60,190,9,0.667,0.641,0.742,0.316
PPI_60,200,9,0.656,0.634,0.726,0.291
PPI_60,210,9,0.661,0.636,0.736,0.304
PPI_60,220,9,0.613,0.587,0.7,0.194
PPI_60,230,9,0.608,0.583,0.692,0.183
PPI_60,240,9,0.559,0.531,0.661,0.07
PPI_60,250,9,0.575,0.548,0.672,0.108
PPI_60,260,10,0.548,0.521,0.65,0.048
PPI_60,270,10,0.618,0.59,0.708,0.206
PPI_60,280,11,0.602,0.577,0.689,0.171
PPI_60,290,11,0.602,0.576,0.692,0.17
PPI_60,300,11,0.629,0.605,0.709,0.231
PPI_60,310,11,0.618,0.59,0.708,0.206
PPI_60,320,11,0.597,0.571,0.686,0.158
PPI_60,330,12,0.618,0.592,0.705,0.206
PPI_60,340,12,0.613,0.588,0.697,0.195
PPI_60,350,12,0.618,0.593,0.703,0.207
PPI_60,360,13,0.624,0.599,0.706,0.219
PPI_60,370,13,0.651,0.623,0.733,0.281
PPI_60,380,14,0.64,0.612,0.724,0.256
PPI_60,390,14,0.661,0.635,0.739,0.305
PPI_60,400,15,0.64,0.613,0.722,0.256
PPI_60,410,16,0.634,0.611,0.712,0.243
PPI_60,420,16,0.629,0.606,0.706,0.231
PPI_60,430,16,0.634,0.611,0.712,0.243
PPI_60,440,16,0.661,0.64,0.73,0.302
PPI_60,450,16,0.651,0.627,0.726,0.279
PPI_60,460,16,0.608,0.587,0.684,0.186
PPI_60,470,17,0.602,0.582,0.678,0.175
PPI_60,480,18,0.656,0.63,0.733,0.292
PPI_60,490,18,0.629,0.605,0.709,0.231
PPI_60,500,21,0.629,0.608,0.704,0.232
joint_interaction_5,10,0,0.548,0.507,0.679,0.02
joint_interaction_5,20,1,0.527,0.509,0.611,0.018
joint_interaction_5,30,1,0.548,0.519,0.656,0.043
joint_interaction_5,40,1,0.575,0.545,0.678,0.105
joint_interaction_5,50,1,0.527,0.496,0.642,-0.01
joint_interaction_5,60,1,0.527,0.494,0.645,-0.013
joint_interaction_5,70,1,0.559,0.525,0.675,0.06
joint_interaction_5,80,2,0.597,0.567,0.694,0.156
joint_interaction_5,90,3,0.591,0.562,0.689,0.144
joint_interaction_5,100,3,0.602,0.575,0.694,0.169
joint_interaction_5,110,4,0.586,0.561,0.675,0.135
joint_interaction_5,120,4,0.602,0.576,0.692,0.17
joint_interaction_5,130,5,0.575,0.549,0.669,0.11
joint_interaction_5,140,6,0.597,0.572,0.684,0.159
joint_interaction_5,150,6,0.575,0.551,0.667,0.111
joint_interaction_5,160,7,0.581,0.555,0.672,0.122
joint_interaction_5,170,7,0.581,0.555,0.672,0.122
joint_interaction_5,180,9,0.559,0.535,0.653,0.076
joint_interaction_5,190,9,0.64,0.617,0.715,0.255
joint_interaction_5,200,9,0.651,0.628,0.723,0.279
joint_interaction_5,210,9,0.602,0.578,0.686,0.172
joint_interaction_5,220,9,0.613,0.588,0.697,0.195
joint_interaction_5,230,9,0.624,0.599,0.706,0.219
joint_interaction_5,240,9,0.618,0.592,0.705,0.206
joint_interaction_5,250,9,0.64,0.612,0.724,0.256
joint_interaction_5,260,10,0.618,0.59,0.708,0.206
joint_interaction_5,270,10,0.64,0.611,0.727,0.257
joint_interaction_5,280,11,0.624,0.594,0.715,0.219
joint_interaction_5,290,11,0.602,0.576,0.692,0.17
joint_interaction_5,300,11,0.618,0.594,0.7,0.207
joint_interaction_5,310,11,0.618,0.59,0.708,0.206
joint_interaction_5,320,11,0.597,0.571,0.686,0.158
joint_interaction_5,330,11,0.613,0.587,0.7,0.194
joint_interaction_5,340,11,0.613,0.587,0.7,0.194
joint_interaction_5,350,12,0.618,0.593,0.703,0.207
joint_interaction_5,360,13,0.624,0.599,0.706,0.219
joint_interaction_5,370,13,0.651,0.623,0.733,0.281
joint_interaction_5,380,14,0.645,0.617,0.73,0.269
joint_interaction_5,390,14,0.656,0.629,0.736,0.293
joint_interaction_5,400,15,0.645,0.618,0.727,0.268
joint_interaction_5,410,15,0.651,0.626,0.728,0.28
joint_interaction_5,420,15,0.645,0.621,0.723,0.267
joint_interaction_5,430,16,0.645,0.623,0.718,0.267
joint_interaction_5,440,16,0.656,0.634,0.726,0.291
joint_interaction_5,450,16,0.651,0.627,0.726,0.279
joint_interaction_5,460,16,0.613,0.591,0.692,0.196
joint_interaction_5,470,17,0.602,0.582,0.678,0.175
joint_interaction_5,480,17,0.64,0.616,0.717,0.255
joint_interaction_5,490,19,0.624,0.6,0.703,0.219
joint_interaction_5,500,21,0.634,0.614,0.707,0.244
HPO_55,10,0,0.548,0.507,0.679,0.02
HPO_55,20,1,0.511,0.486,0.613,-0.03
HPO_55,30,1,0.548,0.524,0.644,0.052
HPO_55,40,1,0.543,0.517,0.644,0.037
HPO_55,50,1,0.548,0.521,0.65,0.048
HPO_55,60,1,0.543,0.51,0.659,0.024
HPO_55,70,1,0.559,0.523,0.677,0.058
HPO_55,80,2,0.597,0.567,0.694,0.156
HPO_55,90,3,0.591,0.562,0.689,0.144
HPO_55,100,3,0.602,0.575,0.694,0.169
HPO_55,110,3,0.613,0.587,0.7,0.194
HPO_55,120,3,0.597,0.571,0.686,0.158
HPO_55,130,3,0.597,0.571,0.686,0.158
HPO_55,140,5,0.591,0.562,0.689,0.144
HPO_55,150,6,0.575,0.549,0.669,0.11
HPO_55,160,6,0.559,0.534,0.655,0.074
HPO_55,170,7,0.575,0.551,0.667,0.111
HPO_55,180,8,0.554,0.527,0.653,0.061
HPO_55,190,8,0.624,0.598,0.708,0.219
HPO_55,200,8,0.645,0.621,0.723,0.267
HPO_55,210,8,0.661,0.639,0.732,0.303
HPO_55,220,8,0.591,0.565,0.683,0.145
HPO_55,230,9,0.618,0.589,0.71,0.206
HPO_55,240,9,0.624,0.594,0.715,0.219
HPO_55,250,9,0.554,0.525,0.658,0.057
HPO_55,260,10,0.543,0.514,0.65,0.032
HPO_55,270,10,0.543,0.514,0.65,0.032
HPO_55,280,11,0.586,0.56,0.678,0.134
HPO_55,290,11,0.602,0.576,0.692,0.17
HPO_55,300,11,0.597,0.57,0.689,0.157
HPO_55,310,11,0.602,0.576,0.692,0.17
HPO_55,320,11,0.608,0.583,0.692,0.183
HPO_55,330,12,0.608,0.583,0.692,0.183
HPO_55,340,12,0.613,0.588,0.697,0.195
HPO_55,350,13,0.608,0.583,0.692,0.183
HPO_55,360,13,0.602,0.576,0.692,0.17
HPO_55,370,13,0.581,0.553,0.678,0.12
HPO_55,380,13,0.645,0.621,0.723,0.267
HPO_55,390,14,0.581,0.554,0.675,0.121
HPO_55,400,14,0.602,0.575,0.694,0.169
HPO_55,410,15,0.57,0.546,0.661,0.1
HPO_55,420,15,0.629,0.608,0.704,0.232
HPO_55,430,15,0.64,0.617,0.715,0.255
HPO_55,440,15,0.634,0.612,0.709,0.243
HPO_55,450,15,0.624,0.605,0.693,0.222
HPO_55,460,16,0.624,0.605,0.693,0.222
HPO_55,470,17,0.656,0.632,0.731,0.291
HPO_55,480,18,0.64,0.621,0.707,0.256
HPO_55,490,19,0.645,0.627,0.711,0.268
HPO_55,500,19,0.645,0.626,0.713,0.268
DO_40,10,0,0.559,0.5,0.717,0.0
DO_40,20,1,0.559,0.5,0.717,0.0
DO_40,30,1,0.613,0.576,0.719,0.196
DO_40,40,1,0.575,0.547,0.675,0.107
DO_40,50,1,0.591,0.56,0.694,0.142
DO_40,60,1,0.586,0.554,0.691,0.129
DO_40,70,1,0.57,0.541,0.672,0.093
DO_40,80,1,0.559,0.527,0.669,0.064
DO_40,90,1,0.581,0.55,0.683,0.117
DO_40,100,2,0.554,0.524,0.661,0.055
DO_40,110,3,0.538,0.507,0.65,0.015
DO_40,120,5,0.548,0.519,0.656,0.043
DO_40,130,5,0.575,0.549,0.669,0.11
DO_40,140,5,0.565,0.537,0.664,0.084
DO_40,150,5,0.565,0.54,0.658,0.087
DO_40,160,5,0.602,0.577,0.689,0.171
DO_40,170,7,0.613,0.588,0.697,0.195
DO_40,180,9,0.613,0.584,0.705,0.194
DO_40,190,9,0.602,0.571,0.702,0.168
DO_40,200,9,0.586,0.555,0.688,0.13
DO_40,210,10,0.608,0.577,0.704,0.181
DO_40,220,10,0.597,0.566,0.696,0.155
DO_40,230,10,0.613,0.584,0.705,0.194
DO_40,240,10,0.624,0.594,0.715,0.219
DO_40,250,10,0.618,0.589,0.71,0.206
DO_40,260,10,0.618,0.592,0.705,0.206
DO_40,270,10,0.602,0.573,0.697,0.169
DO_40,280,10,0.608,0.577,0.704,0.181
DO_40,290,10,0.613,0.584,0.705,0.194
DO_40,300,10,0.618,0.589,0.71,0.206
DO_40,310,11,0.597,0.567,0.694,0.156
DO_40,320,12,0.624,0.599,0.706,0.219
DO_40,330,12,0.64,0.616,0.717,0.255
DO_40,340,12,0.565,0.537,0.664,0.084
DO_40,350,13,0.634,0.61,0.714,0.243
DO_40,360,13,0.586,0.559,0.68,0.133
DO_40,370,13,0.597,0.57,0.689,0.157
DO_40,380,13,0.634,0.609,0.717,0.243
DO_40,390,13,0.64,0.615,0.72,0.255
DO_40,400,14,0.634,0.607,0.719,0.243
DO_40,410,16,0.64,0.615,0.72,0.255
DO_40,420,17,0.645,0.622,0.72,0.267
DO_40,430,18,0.64,0.617,0.715,0.255
DO_40,440,18,0.634,0.61,0.714,0.243
DO_40,450,18,0.64,0.615,0.72,0.255
DO_40,460,18,0.64,0.613,0.722,0.256
DO_40,470,19,0.64,0.613,0.722,0.256
DO_40,480,19,0.64,0.615,0.72,0.255
DO_40,490,19,0.634,0.609,0.717,0.243
DO_40,500,19,0.661,0.638,0.734,0.303
GObp_65,10,0,0.478,0.467,0.549,-0.068
GObp_65,20,0,0.559,0.5,0.717,0.0
GObp_65,30,0,0.597,0.561,0.706,0.154
GObp_65,40,1,0.618,0.586,0.715,0.207
GObp_65,50,1,0.613,0.589,0.695,0.195
GObp_65,60,1,0.548,0.519,0.656,0.043
GObp_65,70,1,0.538,0.508,0.648,0.018
GObp_65,80,1,0.565,0.531,0.677,0.075
GObp_65,90,1,0.581,0.554,0.675,0.121
GObp_65,100,1,0.559,0.527,0.669,0.064
GObp_65,110,1,0.575,0.545,0.678,0.105
GObp_65,120,2,0.565,0.54,0.658,0.087
GObp_65,130,3,0.565,0.538,0.661,0.085
GObp_65,140,4,0.559,0.535,0.653,0.076
GObp_65,150,4,0.559,0.534,0.655,0.074
GObp_65,160,5,0.581,0.555,0.672,0.122
GObp_65,170,5,0.613,0.589,0.695,0.195
GObp_65,180,5,0.57,0.544,0.664,0.098
GObp_65,190,5,0.57,0.546,0.661,0.1
GObp_65,200,5,0.602,0.578,0.686,0.172
GObp_65,210,5,0.586,0.561,0.675,0.135
GObp_65,220,8,0.548,0.527,0.638,0.057
GObp_65,230,9,0.554,0.53,0.647,0.065
GObp_65,240,10,0.559,0.539,0.643,0.082
GObp_65,250,12,0.548,0.527,0.638,0.057
GObp_65,260,13,0.543,0.518,0.641,0.039
GObp_65,270,13,0.554,0.529,0.65,0.063
GObp_65,280,13,0.634,0.61,0.714,0.243
GObp_65,290,15,0.565,0.541,0.655,0.089
GObp_65,300,16,0.629,0.608,0.704,0.232
GObp_65,310,16,0.64,0.62,0.71,0.256
GObp_65,320,17,0.618,0.597,0.695,0.208
GObp_65,330,17,0.634,0.612,0.709,0.243
GObp_65,340,17,0.629,0.606,0.706,0.231
GObp_65,350,18,0.634,0.612,0.709,0.243
GObp_65,360,18,0.634,0.611,0.712,0.243
GObp_65,370,18,0.645,0.625,0.716,0.267
GObp_65,380,19,0.608,0.586,0.687,0.185
GObp_65,390,21,0.608,0.586,0.687,0.185
GObp_65,400,21,0.629,0.609,0.701,0.232
GObp_65,410,21,0.624,0.604,0.696,0.221
GObp_65,420,23,0.602,0.584,0.675,0.176
GObp_65,430,23,0.597,0.579,0.67,0.165
GObp_65,440,26,0.602,0.584,0.675,0.176
GObp_65,450,27,0.597,0.579,0.67,0.165
GObp_65,460,28,0.602,0.585,0.673,0.177
GObp_65,470,30,0.591,0.571,0.67,0.152
GObp_65,480,30,0.602,0.582,0.678,0.175
GObp_65,490,30,0.597,0.576,0.675,0.163
GObp_65,500,30,0.575,0.553,0.661,0.114
PPI_15,10,0,0.548,0.507,0.679,0.02
PPI_15,20,1,0.527,0.509,0.611,0.018
PPI_15,30,1,0.554,0.525,0.658,0.057
PPI_15,40,1,0.575,0.545,0.678,0.105
PPI_15,50,1,0.527,0.496,0.642,-0.01
PPI_15,60,1,0.543,0.509,0.661,0.021
PPI_15,70,1,0.559,0.525,0.675,0.06
PPI_15,80,2,0.597,0.567,0.694,0.156
PPI_15,90,3,0.591,0.562,0.689,0.144
PPI_15,100,4,0.597,0.568,0.691,0.156
PPI_15,110,4,0.597,0.57,0.689,0.157
PPI_15,120,4,0.602,0.576,0.692,0.17
PPI_15,130,5,0.565,0.538,0.661,0.085
PPI_15,140,5,0.586,0.561,0.675,0.135
PPI_15,150,6,0.575,0.551,0.667,0.111
PPI_15,160,7,0.581,0.555,0.672,0.122
PPI_15,170,7,0.575,0.551,0.667,0.111
PPI_15,180,9,0.554,0.53,0.647,0.065
PPI_15,190,9,0.667,0.641,0.742,0.316
PPI_15,200,9,0.656,0.634,0.726,0.291
PPI_15,210,9,0.661,0.636,0.736,0.304
PPI_15,220,9,0.613,0.587,0.7,0.194
PPI_15,230,9,0.608,0.583,0.692,0.183
PPI_15,240,9,0.559,0.531,0.661,0.07
PPI_15,250,9,0.575,0.548,0.672,0.108
PPI_15,260,10,0.548,0.521,0.65,0.048
PPI_15,270,10,0.618,0.59,0.708,0.206
PPI_15,280,11,0.602,0.577,0.689,0.171
PPI_15,290,11,0.602,0.576,0.692,0.17
PPI_15,300,11,0.629,0.605,0.709,0.231
PPI_15,310,11,0.618,0.59,0.708,0.206
PPI_15,320,11,0.597,0.571,0.686,0.158
PPI_15,330,12,0.618,0.592,0.705,0.206
PPI_15,340,12,0.613,0.588,0.697,0.195
PPI_15,350,12,0.618,0.593,0.703,0.207
PPI_15,360,13,0.624,0.599,0.706,0.219
PPI_15,370,13,0.651,0.623,0.733,0.281
PPI_15,380,14,0.64,0.612,0.724,0.256
PPI_15,390,14,0.661,0.635,0.739,0.305
PPI_15,400,15,0.64,0.613,0.722,0.256
PPI_15,410,16,0.634,0.611,0.712,0.243
PPI_15,420,16,0.629,0.606,0.706,0.231
PPI_15,430,16,0.634,0.611,0.712,0.243
PPI_15,440,16,0.661,0.64,0.73,0.302
PPI_15,450,16,0.651,0.627,0.726,0.279
PPI_15,460,16,0.608,0.587,0.684,0.186
